Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
402518906857021,Hands Across Decatur,These ads ran without a disclaimer,≤100,1
101465843335691,Antique Marketplace of Lemoyne,These ads ran without a disclaimer,≤100,3
192609620649,The University of Chicago,These ads ran without a disclaimer,≤100,8
198520973682030,District 41 Republicans,Melissa J Paulik,≤100,1
109086493974046,Jeremy Spurley for Glendale School Board,Regina Ashkinadze Spurley,≤100,1
112499106821506,Log Cabin Republicans of Broward County Florida,Julia Sutton,≤100,1
170550073031752,Young's Cafe,These ads ran without a disclaimer,≤100,2
100638354766013,Illume Luts,Kelley Nicole Gilster,≤100,1
112308110220008,Emily Norwood For Kaufman County Commissioner Precinct 1,Emily Rebecca Norwood,≤100,1
1421489538168472,Grindstone Tap House,These ads ran without a disclaimer,≤100,1
102243611407647,Secret Garden Company,These ads ran without a disclaimer,≤100,2
100642693902246,"Winding Road, Inc",These ads ran without a disclaimer,≤100,1
111561517042799,Kenneth Hara for Judge 2020,Roman Blake Scanlon,≤100,1
104226117588309,"Drake Buckman for FL State Rep, District 72","Drake Buckman, Democrat, for FL State Rep, District 72",≤100,1
112971883463128,Scott Starosta for Hill County Constable Pct 1,SCOTT ROSS-BARKLEY STAROSTA,≤100,1
122074182522878,Keep America Great 20,AMER AHMAD ABDEL-AZIZ,≤100,3
117850739608427,Roltgen Tax CPA,These ads ran without a disclaimer,≤100,1
498614766816477,Political Window,omyk.co,≤100,1
108780353798592,Tricia Jackson for Jefferson County Commission,Committee to elect Jackson for Jefferson County,≤100,2
1592139831043079,tetRad - draw and play here,These ads ran without a disclaimer,≤100,2
568022630270776,Choices Multi Service Insurance Options,These ads ran without a disclaimer,≤100,1
252745415616347,Republicans for Bernie,John Derrick Bowen,≤100,1
209515315762218,State Representative Kelly Cassidy,These ads ran without a disclaimer,≤100,1
124135977609331,XRF,These ads ran without a disclaimer,≤100,1
1194125763974539,Big Boy Archery Targets,These ads ran without a disclaimer,≤100,1
1420228228216909,"Palestinian American Community Center,NJ. USA",These ads ran without a disclaimer,≤100,1
539211362758273,Lcda. Maritza Torres Roman,These ads ran without a disclaimer,≤100,1
103274742643,Centro Romero,These ads ran without a disclaimer,≤100,1
2304873916271092,Her Circle News,Christine  Merser,≤100,3
455433128600793,Ault Theory,These ads ran without a disclaimer,≤100,1
114760683314748,"Charles Reed for Montgomery County Commission, District 2",Charles Edward Reed,≤100,1
114500473286670,Dana Barrett for Congress,"DANA BARRETT FOR CONGRESS, INC.",≤100,1
326697937473470,Craig Howard Insurance,These ads ran without a disclaimer,≤100,1
101111164863716,Vote Brian Barefoot,These ads ran without a disclaimer,≤100,1
136201633772201,SisterSquad,These ads ran without a disclaimer,≤100,2
2090706251198220,El arrimon de la Loka,These ads ran without a disclaimer,≤100,1
1847246022256927,Say Yes to NPS,These ads ran without a disclaimer,≤100,1
338438476178467,Schlagel Long LLC,These ads ran without a disclaimer,≤100,1
440265676022622,Mid-Cities Democrats,The Mid-Cities Democrats,≤100,1
49980050274,San Pedro Cafe,These ads ran without a disclaimer,≤100,1
102402074583875,Timbergrove Precinct 0902 Democrats,Timbergrove Precinct 0902 Democrats,≤100,1
539676362760073,The Wall Las Memorias,These ads ran without a disclaimer,≤100,1
266649550888272,Voices for a World Free of Nuclear Weapons,These ads ran without a disclaimer,≤100,1
5863113009,Los Angeles Times,These ads ran without a disclaimer,≤100,2
109653360612891,Law Office of Edward Hanratty,These ads ran without a disclaimer,≤100,1
452343121818256,Tracy Richardson,Tracy Richardson for Ohio Committee,≤100,1
155894114444382,Dave Perry-Miller Real Estate,These ads ran without a disclaimer,≤100,2
424735274242020,Chopstix,These ads ran without a disclaimer,≤100,1
111392240340039,Tenzin for Mayor,Tenzin Dorjee,≤100,1
196301914415440,Maguey Melate,These ads ran without a disclaimer,≤100,1
1424704557767423,North Carolina Jaycees,Derek Tyler Mobley,≤100,1
110324882353436,Community Media Center of Marin,Michael Dale Eisenmenger,≤100,1
619943248091795,Mayor Travis Marion,Travis Marion,≤100,1
1685356828400471,EZ Tax Service LLC,These ads ran without a disclaimer,≤100,1
180448509133557,Red Caravel Antiques,These ads ran without a disclaimer,≤100,1
107779150623560,Brian Meek for USD 418 School Board,Brian Christopher Meek,≤100,1
102925537875656,Brad Ingram Sheriff Martin County Texas,Thomas Duane Taylor,≤100,2
1992563640866193,"New York, New Energy",Energy Media,≤100,2
29606309893,Alameda County Registrar of Voters,These ads ran without a disclaimer,≤100,1
1076810029124093,"Richmond, TX Local",These ads ran without a disclaimer,≤100,5
1978392289134701,The Tacos and Jihad Podcast,Mark J Ketron,≤100,1
275947565591,Woods & Woods The Veterans Firm,These ads ran without a disclaimer,≤100,1
146001135416997,"Senator Bill Frist, M.D.",These ads ran without a disclaimer,≤100,1
106532500982101,All I Need Is Music,These ads ran without a disclaimer,≤100,2
101531118128342,In The Black Tees,These ads ran without a disclaimer,≤100,1
1419452171541430,Hollander-Waas Jewish Heritage Services,Hollander-Waas Jewish Heritage Services,≤100,1
107908604104465,Burton For Congress,BURTON FOR CONGRESS,≤100,1
108964827219321,"East Meadow, New York Local",These ads ran without a disclaimer,≤100,8
116712675081896,Audrey Clement For A Greener Arlington,Committee to Elect Audrey Clement,≤100,23
103083037795087,Lisa Mary Nolasco,These ads ran without a disclaimer,≤100,1
110838827025553,"Council Bluffs, IA Local",These ads ran without a disclaimer,≤100,5
10068001187,Nick DiPaolo,These ads ran without a disclaimer,≤100,1
322487785037272,Adam Sanchez for Stafford City Council #4,Sanchez4Stafford,≤100,2
100136324747405,Unbiased Opinions,Chowdhry Ahmed Ahmed,≤100,1
100133918227909,Paul For Wisconsin,Friends of Paul McCreary,≤100,1
105841750758055,Matt Bruns for MN House,Matt Bruns for MN House Committee,≤100,2
596618944129389,"Ray McNamara, Commissioner, Pocatello Fire District",Jennifer Anne Keys Mc Namara,≤100,1
107789024164898,Support Gabe's BBB Cyberbully Fight,These ads ran without a disclaimer,≤100,2
101167851512310,liquidlunchpodcast,These ads ran without a disclaimer,≤100,2
1677533565701113,Rowdy Peasants Comics,These ads ran without a disclaimer,≤100,1
387823675007151,SW ROC,Daniel Demarle Demarle,≤100,1
114995356764,Logan's Appliance Center,These ads ran without a disclaimer,≤100,1
110270565794828,FLEXHANGER,These ads ran without a disclaimer,≤100,2
137766533393295,Tolley Law,These ads ran without a disclaimer,≤100,1
153478241379195,Global Neighborhood Thrift,These ads ran without a disclaimer,≤100,1
169288713148377,Cochise County - Government,These ads ran without a disclaimer,≤100,1
355663447794563,"City Government of Ferndale, Michigan",These ads ran without a disclaimer,≤100,1
114602440081837,Malecki Solar,These ads ran without a disclaimer,≤100,5
174243506039578,FitKids360,These ads ran without a disclaimer,≤100,1
251966044929626,Island Sun Tanning Somers Point / EHT,These ads ran without a disclaimer,≤100,1
18094709613,The Alliance Center,These ads ran without a disclaimer,≤100,1
147956968572491,"GunnChamberlain, P.L.",GunnChamberlain P.L.,≤100,1
100369351457884,Black People Don't Do Art,These ads ran without a disclaimer,≤100,1
115732972406058,Howard Li CPA Office,These ads ran without a disclaimer,≤100,1
110365397187271,Federici for Santa Cruz County Supervisor,These ads ran without a disclaimer,≤100,1
120786644600763,Nuevo Vallarta,These ads ran without a disclaimer,≤100,1
182956238390912,Navajo County Government,"Navajo County, AZ",≤100,1
107249227485236,College Hunks Hauling Junk and Moving,These ads ran without a disclaimer,≤100,1
422830604451649,Gorilla Whips,Brenan M Gale,≤100,1
104445447789127,Todd,These ads ran without a disclaimer,≤100,1
226732969491,T-Hee Shirts,Robert James Pennello,≤100,1
105797244391125,سعيد عبدالحافظ,These ads ran without a disclaimer,≤100,1
262273787191221,FMDam.org,FMDam.org,≤100,1
237206769714890,Never Forgive Action,These ads ran without a disclaimer,≤100,1
162165623923758,Plus size Model Claudia Floraunce,These ads ran without a disclaimer,≤100,1
452972208245892,Jim Douglas,These ads ran without a disclaimer,≤100,1
2391047681141695,Trina Lynch Cosmetic PA,These ads ran without a disclaimer,≤100,1
612263215538074,"Hartwell Thalacker, Ltd.",These ads ran without a disclaimer,≤100,2
110300057228517,David Torres for Congress,Phillip None Fisher,≤100,1
201751036546703,Paul's Restaurant,These ads ran without a disclaimer,≤100,1
386774034780171,Democratic Women's Club of South Palm Beach County,These ads ran without a disclaimer,≤100,1
1447270088911453,Sierra Club Food & Agriculture Team,These ads ran without a disclaimer,≤100,1
179465312135928,Pittsfield Cafe,These ads ran without a disclaimer,≤100,1
109539723858883,STAC Accounting,Lacey Jean Faught,≤100,1
265617043584654,APSU Department of Computer Science and Information Technology,These ads ran without a disclaimer,≤100,1
1532838226994280,A2 Phone Repair,These ads ran without a disclaimer,≤100,1
199381886904912,"Red Martini, Kitchen & Cocktails",These ads ran without a disclaimer,≤100,1
336086340326258,Uncle Von Funky,These ads ran without a disclaimer,≤100,1
1416927818526604,Apostolic Assembly Church,These ads ran without a disclaimer,≤100,1
524339424310297,Saint John's Cathedral 20s & 30s,These ads ran without a disclaimer,≤100,1
452313321970151,"Clock, Inc LGBT+ Community Center",These ads ran without a disclaimer,≤100,1
246629959841,Maryland Republican Party,"Maryland Republican Party, R.Christopher Rosenthal Treasurer",≤100,1
265813310850128,City of Liberty Hill,These ads ran without a disclaimer,≤100,1
1917735481651833,Newswire News,These ads ran without a disclaimer,≤100,1
232135346866812,Friends of Matt Kelly,These ads ran without a disclaimer,≤100,1
250811178787373,Blue Action Democrats-SW Austin,Blue Action Democrats Southwest Austin,≤100,1
243219576533658,Julia Goff Music,These ads ran without a disclaimer,≤100,1
111955796955494,Across the Desk w/ Kit Fairchild,Christopher J Fairchild,≤100,1
111317083641429,David Bambauer for Auglaize County Commissioner,Abigail Ann Homan,≤100,3
112688530269857,Joey Keef for Winnsboro ISD School Board,Michael Brett Burnett,≤100,1
1937742966276055,Aidan Hill,These ads ran without a disclaimer,≤100,1
326672837670090,"Lancaster, CA Local",These ads ran without a disclaimer,≤100,1
105622744119099,Girlchics,These ads ran without a disclaimer,≤100,2
1538837716421291,Conservative Activist,These ads ran without a disclaimer,≤100,1
10150119712415013,Trustees for Alaska,These ads ran without a disclaimer,≤100,1
534775086560447,Rumpl,These ads ran without a disclaimer,≤100,2
100799614884691,Digital Auto Save,These ads ran without a disclaimer,≤100,1
102790208030572,Voice Of Republicans,These ads ran without a disclaimer,≤100,1
158665807857,Chiquita,These ads ran without a disclaimer,≤100,1
359265164568411,The Allison House Inn,These ads ran without a disclaimer,≤100,1
22978725268,Lutheran Social Service of MN,LUTHERAN SOCIAL SERVICE OF MINNESOTA,≤100,1
106889730930862,Berkeley Health Awareness,These ads ran without a disclaimer,≤100,1
1798647883714543,"Brock & Gonzales, LLP",These ads ran without a disclaimer,≤100,2
102085848075036,Bloodequal,These ads ran without a disclaimer,≤100,1
69672859152,Houston GLBT Political Caucus,Houston GLBT Caucus,≤100,1
112476753584563,Jennifer White For Maine Senate,Jennifer White for Maine Senate,≤100,4
196217197990683,"Tinsley Surgical, P.A.",These ads ran without a disclaimer,≤100,2
457673428023319,"Daytona Beach, FL Local",These ads ran without a disclaimer,≤100,1
105252514336185,stevesoloway,These ads ran without a disclaimer,≤100,1
860875410700018,AccessoriesGal,These ads ran without a disclaimer,≤100,2
102081624667318,Mike Bracchi for Wilton Manors Commissioner,Michael Bracchi,≤100,1
1450807221642767,Salus Center,These ads ran without a disclaimer,≤100,1
1418412525123727,State Senator Anna Wishart,These ads ran without a disclaimer,≤100,1
1969780580005791,Alex Torres Senado 2020,Alexis Jose Torres Irizarry,≤100,1
293629947324172,Missouri Sierra Club,These ads ran without a disclaimer,≤100,1
102508518051209,Jim Johnson for Montana,James Allan Johnson,≤100,1
367540006684388,"Sam Valme Sr., PhD",Samuel None Valme,≤100,1
868154699935126,"Elite Supply & Services, LLC",These ads ran without a disclaimer,≤100,1
106731684296248,Simply Say It Creations,These ads ran without a disclaimer,≤100,1
103590014429517,Prettyman Studios,These ads ran without a disclaimer,≤100,1
172737682573,Wilson Motor Company,These ads ran without a disclaimer,≤100,1
108009304112586,Iowa State Senate Race,These ads ran without a disclaimer,≤100,1
104603137839268,Votar por  kelvany  Rodriguez,These ads ran without a disclaimer,≤100,2
2245589835703641,Green Team,These ads ran without a disclaimer,≤100,3
428197550668534,Cedar Creative Co.,These ads ran without a disclaimer,≤100,3
1264641643636405,Pizza Ranch,These ads ran without a disclaimer,≤100,1
160327630656388,Alon Davis MD PA,These ads ran without a disclaimer,≤100,1
171457307350,Hoffman Law and Mediation Firm,These ads ran without a disclaimer,≤100,1
102805467749605,Kitty Chasers,These ads ran without a disclaimer,≤100,1
136149979758944,Tom & Ann Hunnicutt Family YMCA,These ads ran without a disclaimer,≤100,1
1285651908249954,Cali939,Los Angeles County Registrar-Recorder/County Clerk,≤100,1
1464798993785386,The Earth Day Kids,These ads ran without a disclaimer,≤100,1
556598674396544,CASA of Bullitt County,These ads ran without a disclaimer,≤100,1
111093483778985,Conservativewomeninpolitics.org,These ads ran without a disclaimer,≤100,1
730474004003402,Census 2020 Pikes Peak Region,Craig Stephen Lemley,≤100,1
106539920729028,Lincoln EMS,These ads ran without a disclaimer,≤100,1
210476822058,Historical and Cultural Society of Clay County,These ads ran without a disclaimer,≤100,1
1619846278287279,Guam for Bernie,Julian  C Janssen,≤100,1
107987110722579,Compassionate America,These ads ran without a disclaimer,≤100,1
132210170171604,Ed Martin Automotive,Julie Ann Van Ameyde,≤100,1
105019520855687,The Medicare Academy,Gina Maria Giambri,≤100,1
1806551369642527,The Eastside Voice,Diana Jean Pack,≤100,1
